,phone,longBusinessSummary,maxAge,priceHint,previousClose,open,dayLow,dayHigh,regularMarketPreviousClose,regularMarketOpen,regularMarketDayLow,regularMarketDayHigh,trailingPE,volume,regularMarketVolume,averageVolume,averageVolume10days,averageDailyVolume10Day,bid,ask,bidSize,askSize,yield,totalAssets,fiftyTwoWeekLow,fiftyTwoWeekHigh,fiftyDayAverage,twoHundredDayAverage,trailingAnnualDividendRate,trailingAnnualDividendYield,navPrice,currency,category,ytdReturn,beta3Year,fundFamily,fundInceptionDate,legalType,threeYearAverageReturn,fiveYearAverageReturn,exchange,quoteType,symbol,underlyingSymbol,shortName,longName,firstTradeDateEpochUtc,timeZoneFullName,timeZoneShortName,uuid,messageBoardId,gmtOffSetMilliseconds,trailingPegRatio,Attributes,Annual Report Expense Ratio (net),Holdings Turnover,Total Net Assets,forwardPE
106,(212) 593-4383,"Under normal market conditions, the fund will invest not less than 80% of its net assets (plus the amount of any borrowings for investment purposes) in U.S. preferred stock, and in derivatives and other instruments that have economic characteristics similar to such investments. The Sub-Adviser actively manages the fund's assets pursuant to a variety of quantitative, qualitative and relative valuation factors. The fund is non-diversified.",86400,2,20.64,20.68,20.48,20.7,20.64,20.68,20.48,20.7,,264469,264469,246191,320830,320830,20.72,21.0,1200,1100,0.096999995,752568320,17.83,21.71,19.9451,19.30251,0.0,0.0,20.58436,USD,Preferred Stock,-0.0012071,1.52,Virtus,1526342400,Exchange Traded Fund,0.0668496,0.071078,PCX,ETF,PFFA,PFFA,Virtus InfraCap U.S. Preferred ,Virtus InfraCap U.S. Preferred Stock ETF,1526477400,America/New_York,EST,a7544f2d-4427-3c71-bfad-d9197a52e15f,finmb_544631656,-18000000,,PFFA,1.40%,26.00%,0.00,
107,,"The fund will invest at least 80% of its assets in the component securities of the underlying index, and the fund will invest at least 90% of its assets in fixed income securities of the types included in the underlying index that BFA believes will help the fund track the underlying index. The underlying index includes bonds issued by corporations based in Latin American, Eastern European, Middle Eastern/African, and Asian countries (excluding Japan).",86400,2,43.87,43.93,43.83,44.13,43.87,43.93,43.83,44.13,,64413,64413,43760,29240,29240,39.66,48.08,800,800,0.0479,408187168,41.33,44.62,43.3112,42.9925,0.0,0.0,43.70944,USD,Emerging Markets Bond,-0.0056651,0.83,iShares,1334620800,Exchange Traded Fund,-0.0196882,0.0219441,BTS,ETF,CEMB,CEMB,iShares J.P. Morgan EM Corporat,iShares J.P. Morgan EM Corporate Bond ETF,1334842200,America/New_York,EST,459a039d-d6b4-3218-97a4-152536d5adc3,finmb_201032157,-18000000,,CEMB,0.50%,25.00%,0.00,
108,(215) 979-3750,"The fund invests at least 80% of its net assets in FLexible EXchange® Options (“FLEX Options”) that reference the SPDR® S&P 500® ETF Trust. The reference asset for all of the fund's FLEX Options is the underlying ETF, an exchange-traded unit investment trust that seeks to provide investment results that, before expenses, correspond generally to the price and yield performance of the S&P 500® Index. The fund is non-diversified.",86400,2,36.3,36.3,36.2964,36.4599,36.3,36.3,36.2964,36.4599,23.736603,125219,125219,110924,139640,139640,34.35,39.92,1100,900,0.0,784160640,30.36,36.46,35.6398,33.8246,,,36.4777,USD,,0.009366,0.4,Innovator ETFs,1538092800,Exchange Traded Fund,0.09353969,0.0946934,BTS,ETF,POCT,POCT,Innovator U.S. Equity Power Buf,Innovator U.S. Equity Power Buffer ETF October,1538400600,America/New_York,EST,62581e6c-232a-377f-ac5a-b2630c1987a6,finmb_571932824,-18000000,,POCT,0.79%,0.00%,"230,445.09",
109,1-800-474-2737,"The fund generally invests at least 80% of its assets in the component securities of its underlying index and in investments that have economic characteristics that are substantially identical to the component securities of its underlying index and may invest up to 20% of its assets in certain futures, options and swap contracts, cash and cash equivalents. It is non-diversified.",86400,2,307.83,309.39,308.38,312.38,307.83,309.39,308.38,312.38,34.4727,2035434,2035434,1529750,1539210,1539210,306.7,318.0,1100,1000,0.0067000003,81862688768,221.56,312.38,295.423,273.3828,1.521,0.0049410393,312.3629,USD,Large Growth,0.0298842,1.12,iShares,958953600,Exchange Traded Fund,0.0977229,0.1835874,PCX,ETF,IWF,IWF,iShares Russell 1000 Growth ETF,iShares Russell 1000 Growth ETF,959347800,America/New_York,EST,25ad7364-0e7b-3e44-a51e-5fbe7e6170d8,finmb_8797643,-18000000,,IWF,0.19%,14.00%,"410,335.78",
110,,"The fund invests in investment grade and non-investment grade municipal securities (known as ""junk bonds"") that the sub-adviser considers to be attractive from a yield perspective while considering total return. At least 80% of the fund's net assets must be invested in municipal securities, and up to 35% of its net assets may be invested in non-investment grade municipal securities. The fund may invest in securities of any maturity or duration.",86400,2,38.69,38.76,38.63,38.76,38.69,38.76,38.63,38.76,,32502,32502,59350,45090,45090,34.93,58.02,1200,2200,0.0292,398577920,36.1,39.17,38.32586,37.851913,,,38.6013,USD,Muni National Interm,-0.0066768997,0.89,Hartford Mutual Funds,1513123200,Exchange Traded Fund,-0.0042236997,0.023027899,PCX,ETF,HMOP,HMOP,Hartford Municipal Opportunitie,Hartford Municipal Opportunities ETF,1513261800,America/New_York,EST,f9467f4a-9d02-3545-a5b9-a4e4b9f5243b,finmb_528868027,-18000000,,HMOP,0.29%,16.00%,0.00,
111,888-658-8287,The fund normally invests at least 80% of its total assets in securities that comprise the fund's benchmark index. The index is comprised of U.S. dollar denominated bonds issued by non-sovereign emerging market issuers that have a below investment grade rating and that are issued in the major domestic and Eurobond markets.,86400,2,18.54,18.68,18.55,18.68,18.54,18.68,18.55,18.68,,174369,174369,159381,117310,117310,18.55,18.62,3000,800,0.062800005,360383840,17.37,19.11,18.2928,18.0499,0.0,0.0,18.59,USD,Emerging Markets Bond,0.0059427,0.84,VanEck,1336435200,Exchange Traded Fund,-0.0190072,0.0184962,PCX,ETF,HYEM,HYEM,VanEck Emerging Markets High Yi,VanEck Emerging Markets High Yield Bond ETF,1337002200,America/New_York,EST,58bc045e-c87d-3716-a8ce-e942e06f172c,finmb_206637445,-18000000,,HYEM,0.40%,21.00%,0.00,
112,,The fund will normally invest at least 90% of its net assets (including investment borrowings) in the securities that comprise the index. The index is a modified equal-dollar weighted index to objectively identify and select stocks from the Russell 1000® Index in the technology sector that may generate positive alpha relative to traditional passive-style indices through the use of the AlphaDEX® selection methodology.,86400,2,128.49,129.23,129.01,131.03,128.49,129.23,129.01,131.03,25.228544,60280,60280,48495,40170,40170,129.76,133.72,1200,1000,0.0041,1333148544,96.0,131.03,122.5246,112.77485,,,131.08,USD,Technology,0.022878101,1.2,First Trust Advisors L.P.,1178582400,Exchange Traded Fund,0.043067697,0.18621139,PCX,ETF,FXL,FXL,First Trust Technology AlphaDEX,First Trust Technology AlphaDEX Fund,1178803800,America/New_York,EST,e99e916f-c4aa-329b-96ff-33c9b31bf31d,finmb_34336444,-18000000,,FXL,0.62%,0.00%,"27,098.26",
113,1-800-474-2737,The index measures the performance of the agency sector of the U.S. government bond market and is composed of investment-grade U.S. dollar-denominated publicly-issued government agency bonds or debentures. The fund will invest at least 80% of its assets in the component securities of the index and TBAs that have economic characteristics that are substantially identical to the economic characteristics of the component securities of the index.,86400,2,108.11,107.98,107.9533,108.0538,108.11,107.98,107.9533,108.0538,,24895,24895,38644,44840,44840,101.85,114.16,900,1000,0.0315,677151104,104.8,109.18,107.4272,106.9913,,,107.89554,USD,Short Government,-0.0038162,0.48,iShares,1225843200,Exchange Traded Fund,-0.0141573,0.0135568,PCX,ETF,AGZ,AGZ,iShares  Agency Bond ETF,iShares Agency Bond ETF,1226413800,America/New_York,EST,3f385d74-db42-30f5-8a05-e187a3cf75bd,finmb_50171962,-18000000,,AGZ,0.20%,92.00%,0.00,
114,,"Under normal market conditions, the fund invests at least 80% of the sum of its net assets and the amount of any borrowings for investment purposes in component securities of the index. The index is comprised of equity securities with growth characteristics issued by mid-capitalization companies listed on U.S. exchanges that meet certain environmental, social, and governance (""ESG"") criteria.",86400,2,41.44,41.55,41.3008,41.81,41.44,41.55,41.3008,41.81,27.326397,20040,20040,34022,24720,24720,37.6,45.58,800,800,0.0018000001,391500320,33.861,42.764,40.03824,38.170826,0.0,0.0,41.7387,USD,Mid-Cap Growth,-0.0141743,1.14,Nuveen,1481587200,Exchange Traded Fund,-0.021020899,0.117408305,BTS,ETF,NUMG,NUMG,Nuveen ESG Mid-Cap Growth ETF,Nuveen ESG Mid-Cap Growth ETF,1482244200,America/New_York,EST,5b4ddba6-ec8e-3a68-bda6-3e4f2d308340,finmb_408452575,-18000000,,NUMG,0.31%,100.00%,"18,147.32",
115,,"The fund invests normally at least 80% of its assets in securities of companies that are principally engaged in the U.S. real estate industry and included within the FTSE NAREIT All Equity REITs Index. It also may invest in real estate operating companies (""REOCs""), as well as securities of other companies principally engaged in the U.S. real estate industry. REOCs are similar to REITs, except that REOCs reinvest their earnings into the business, rather than distributing them to unitholders like REITs.",86400,2,87.7976,88.01,87.89,89.1338,87.7976,88.01,87.89,89.1338,30.445063,74103,74103,15588,12570,12570,87.36,91.21,1000,800,0.0292,95166072,74.41,99.41,87.1642,84.75995,,,88.98,USD,Real Estate,-0.027974898,1.16,Invesco,1227139200,Exchange Traded Fund,0.0403832,0.050111298,PCX,ETF,PSR,PSR,Invesco Active U.S. Real Estate,Invesco Active U.S. Real Estate Fund,1227277800,America/New_York,EST,9af9bf30-a7ba-3b1c-b24d-dcae9c2317e6,finmb_50980053,-18000000,,PSR,0.35%,0.00%,"14,334.97",
116,888-934-0777,"The fund, under normal circumstances, invests at least 80% of its assets (net assets plus borrowings for investment purposes) in debt securities whose interest is, in the opinion of bond counsel for the issuer at the time of issuance, exempt from federal income tax (""Municipal Bonds""). It does not intend to invest in Municipal Bonds whose interest is subject to the federal alternative minimum tax.",86400,2,24.4,24.46,24.34,24.46,24.4,24.46,24.34,24.46,,194032,194032,220467,206210,206210,22.57,26.72,800,1000,0.0346,664542912,23.21,24.794,24.2893,24.129274,,,24.35163,USD,Muni National Interm,-0.0065147,0.82,IndexIQ,1508284800,Exchange Traded Fund,-0.0053469003,0.0233101,PCX,ETF,MMIT,MMIT,IQ MacKay Municipal Intermediat,IQ MacKay Municipal Intermediate ETF,1508333400,America/New_York,EST,8fad9eb5-4706-36d6-a533-ae97864ba0eb,finmb_531921786,-18000000,,MMIT,0.31%,64.00%,0.00,
117,866-476-7523,"The index is a rules-based index that attempts to capture upward trends in the commodity markets while minimizing risk during downtrends by tracking a portfolio of commodity futures contracts. The index uses a quantitative methodology to track a diversified portfolio of 12 different commodity futures contracts, or “components.” The fund generally will not invest directly in the 12 commodity futures contracts that comprise the index. The fund is non-diversified.",86400,2,27.71,27.7,27.64,27.724,27.71,27.7,27.64,27.724,,43119,43119,60600,49260,49260,27.56,27.79,1100,1100,0.038,259955600,27.56,31.62,28.17868,29.64591,,,27.671,USD,Commodities Broad Basket,-0.0043194,0.49,Direxion Funds,1490832000,Exchange Traded Fund,0.0934572,0.0761931,PCX,ETF,COM,COM,Direxion Auspice Broad Commodit,Direxion Auspice Broad Commodity Strategy ETF,1490880600,America/New_York,EST,d47c174e-d277-3df0-acfc-72763ab7970c,finmb_379835816,-18000000,,COM,0.81%,0.00%,0.00,
118,1-855-353-9383,"The underlying index reflects the performance of a selection of inflation protected public obligations of the U.S. treasury, commonly known as ""TIPS,"" with a targeted average modified adjusted duration, as defined by the S&P Dow Jones Indices LLC as the index provider, of approximately three years. Under normal circumstances, the fund will invest at least 80% of its total assets (exclusive of collateral held from securities lending) in the securities of the underlying index.",86400,2,23.62,23.6,23.583,23.62,23.62,23.6,23.583,23.62,,193880,193880,419421,241520,241520,22.62,37.77,40000,40000,0.0387,1840781568,22.96,24.24,23.4472,23.4951,,,23.606,USD,Inflation-Protected Bond,0.0,0.44,Flexshares Trust,1316390400,Exchange Traded Fund,0.0151841,0.0345301,PCX,ETF,TDTT,TDTT,FlexShares iBoxx 3 Year Target ,FlexShares iBoxx 3-Year Target Duration TIPS Index Fund,1316784600,America/New_York,EST,9a890857-87f7-3899-a387-490d50d22cc6,finmb_140765642,-18000000,,TDTT,0.18%,63.00%,0.00,
119,1-855-857-2638,"The fund will invest at least 80% of its net assets (plus borrowings for investment purposes) in instruments in its underlying index or in instruments that have economic characteristics similar to those in the underlying index. The underlying index seeks to measure the performance of Chinese onshore renminbi (""RMB"")-denominated fixed income securities (""RMB Bonds"") issued into the China Interbank Bond Market. It is non-diversified.",86400,2,30.8318,30.8203,30.8203,30.84,30.8318,30.8203,30.8203,30.84,,1254,1254,242,230,230,12.34,49.27,1200,1000,0.0219,3137243,29.84,32.73,30.8582,30.80699,,,31.05,USD,Emerging-Markets Local-Currency Bond,-0.0126461005,0.52,KraneShares,1417478400,Exchange Traded Fund,-0.0048118,0.0149798,PCX,ETF,KBND,KBND,KraneShares Bloomberg China Bon,Krane Shares China Credit Index ETF,1417703400,America/New_York,EST,2be113e1-3727-3978-a4b3-a3eab236c7f1,finmb_263935007,-18000000,,KBND,0.57%,0.00%,0.00,
120,,"The fund generally will invest at least 90% of its total assets in the securities that comprise the underlying index. The index provider compiles, maintains and calculates the underlying index, which consists of the 50 largest companies in the S&P 500® Index based on float-adjusted market capitalization. The underlying index's components are weighted by float-adjusted market capitalization. The fund is non-diversified.",86400,2,38.35,38.48,38.41,38.93,38.35,38.48,38.41,38.93,2.7574806,1223517,1223517,778021,856560,856560,38.66,39.0,3000,2200,0.0097,3198439168,28.292,38.93,37.0314,34.724186,,,38.92,USD,Large Blend,0.0315483,1.02,Invesco,1115164800,Exchange Traded Fund,0.12306771,0.1691851,PCX,ETF,XLG,XLG,Invesco S&P 500 Top 50 ETF,Invesco S&P 500 Top 50 ETF,1115731800,America/New_York,EST,52cd8f36-9c28-3f6c-ae23-a61a914ccc2d,finmb_25304461,-18000000,,XLG,0.20%,5.00%,"742,578.75",
121,(302) 791-1851,"Under normal circumstances, at least 80% of the fund's total assets (exclusive of any collateral held from securities lending) will be invested in the component securities of the index. The index was established by TMF in 2017 and is a proprietary, rules-based index designed to track the performance of the 100 largest, most liquid U.S. companies that have been recommended by TMF’s analysts and newsletters. The fund is non-diversified.",86400,2,45.3759,45.57,45.4501,46.05,45.3759,45.57,45.4501,46.05,36.18725,81768,81768,50483,65070,65070,45.2,46.44,1400,1800,0.0026,640941696,31.939,46.05,43.66964,40.33913,,,46.0654,USD,Large Growth,0.0312893,1.12,Motley Fool,1517184000,Exchange Traded Fund,0.0981263,0.1880226,BTS,ETF,TMFC,TMFC,Motley Fool 100 Index ETF ETF,Motley Fool 100 Index ETF,1517322600,America/New_York,EST,acd7dbc3-ac04-36dc-9291-cf55d0f7f1a2,finmb_547346861,-18000000,,TMFC,0.50%,6.00%,"614,087.38",
122,,"The index is designed to measure the performance of large-capitalization growth stocks in the United States. The Advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index. The fund may become non-diversified, as defined under the Investment Company Act of 1940, solely as a result of a change in relative market capitalization or index weighting of one or more constituents of the index.",86400,2,79.21,79.57,79.36,80.38,79.21,79.57,79.36,80.38,34.92925,758482,758482,1057985,1253630,1253630,78.89,81.81,1200,1000,0.0070999996,21140781056,56.98,80.38,76.0238,70.3385,,,80.38,USD,Large Growth,0.0302487,1.12,Vanguard,1284940800,Exchange Traded Fund,0.0994187,0.1850109,NGM,ETF,VONG,VONG,Vanguard Russell 1000 Growth ET,Vanguard Russell 1000 Growth Index Fund,1285162200,America/New_York,EST,fce078d6-bae7-322d-8535-74741c5c5126,finmb_113666141,-18000000,,VONG,0.08%,14.00%,"427,930.56",
123,800-523-1036,"The fund employs an indexing investment approach designed to track the performance of the index, a broadly diversified index predominantly made up of growth stocks of large U.S. companies. The advisor attempts to replicate the target index by investing all, or substantially all, of its assets in the stocks that make up the index, holding each stock in approximately the same proportion as its weighting in the index.",86400,2,315.12,316.67,315.7354,320.03,315.12,316.67,315.7354,320.03,38.51155,881817,881817,961480,927180,927180,319.8,320.68,1100,800,0.0058,200549531648,224.0,320.03,302.762,280.01416,1.54,0.004887027,319.97,USD,Large Growth,0.0292717,1.18,Vanguard,1075075200,Exchange Traded Fund,0.0882384,0.182126,PCX,ETF,VUG,VUG,Vanguard Growth ETF,Vanguard Growth Index Fund,1075473000,America/New_York,EST,3fb3c54b-ac72-3c28-8a84-61a7401ffd66,finmb_22939698,-18000000,,VUG,0.04%,5.00%,"467,373.84",
